ID,SEX,EDUCATION,MARRIAGE,AGE
1359,1,1,1,41
1360,2,2,2,32
1361,2,2,2,30
1362,2,1,2,29
1363,2,2,1,37
1364,2,1,2,25
1365,1,1,1,46
1366,2,2,1,47
1367,2,4,2,42
1368,1,3,2,22
1369,2,2,2,27
1370,2,5,1,35
1371,1,2,1,44
1372,2,2,2,30
1373,2,1,1,42
1374,1,1,2,28
1375,1,2,2,24
1376,2,3,2,50
1377,2,2,1,54
1378,1,2,1,37
1379,1,1,1,58
1380,1,3,2,26
1381,2,2,1,31
1382,1,1,1,52
1383,2,1,2,36
1384,2,1,2,27
1385,2,3,1,22
1386,1,1,2,39
1387,1,1,2,36
1388,2,2,1,39
1389,1,1,1,39
1390,2,2,2,22
1391,1,2,1,37
1392,2,1,2,30
1393,2,2,1,26
1394,2,1,2,23
1395,2,3,2,23
1396,2,1,2,35
1397,2,2,2,24
1398,2,2,1,35
1399,1,3,1,51
1400,2,1,2,23
1401,2,2,1,25
1402,1,2,1,36
1403,2,2,1,44
1404,1,1,2,33
1405,2,1,1,36
1406,2,1,1,45
1407,2,1,2,26
1408,2,2,1,41
1409,2,2,2,25
1410,1,1,2,31
1411,2,2,2,45
1412,1,3,1,58
1413,1,2,1,38
1414,1,2,1,30
1415,2,2,2,25
1416,2,1,2,25
1417,2,3,2,24
1418,2,1,2,29
1419,1,2,2,37
1420,1,3,2,27
1421,1,1,2,31
1422,2,2,2,28
1423,2,2,2,24
1424,2,3,2,27
1425,2,1,2,33
1426,1,1,2,27
1427,1,1,2,42
1428,2,2,2,32
1429,2,1,1,37
1430,2,2,2,44
1431,2,1,1,29
1432,2,2,1,42
1433,1,2,2,32
1434,1,2,2,52
1435,1,2,2,44
1436,1,1,2,31
1437,2,1,2,29
1438,1,2,2,33
1439,1,2,2,54
1440,2,2,2,23
1441,2,1,2,24
1442,2,1,1,33
1443,1,3,1,44
1444,1,3,0,51
1445,1,1,2,24
1446,2,2,2,25
1447,2,1,1,37
1448,2,2,2,23
1449,1,3,2,34
1450,2,3,1,50
1451,2,2,1,25
1452,2,1,2,33
1453,1,2,1,54
1454,1,2,2,25
1455,1,2,2,26
1456,1,2,1,32
1457,2,3,3,43
1458,1,2,1,42
1459,2,3,2,24
1460,1,2,2,26
1461,2,2,1,37
1462,1,1,2,36
1463,2,1,2,27
1464,2,2,1,50
1465,2,2,2,24
1466,1,2,1,27
1467,2,1,2,23
1468,2,2,1,39
1469,1,1,1,39
1470,2,3,2,29
1471,1,1,1,45
1472,1,2,2,21
1473,1,1,1,36
1474,1,2,2,39
1475,2,3,2,29
1476,1,2,2,37
1477,1,2,2,26
1478,1,2,2,44
1479,2,1,2,30
1480,1,1,2,31
1481,1,2,1,40
1482,2,1,2,25
1483,2,2,1,36
1484,1,1,2,32
1485,2,1,2,22
1486,2,2,3,44
1487,1,1,2,32
1488,1,2,1,41
1489,1,1,2,28
1490,2,1,2,29
1491,2,4,2,28
1492,1,3,2,52
1493,2,3,2,48
1494,1,2,2,43
1495,2,1,2,25
1496,1,2,1,36
1497,2,2,2,35
1498,2,2,1,34
1499,2,2,2,48
1500,1,1,2,27
1501,2,2,1,43
1502,2,2,1,30
1503,1,2,1,43
1504,1,3,1,54
1505,2,2,1,39
1506,1,1,1,70
1507,2,1,2,24
1508,2,2,1,30
1509,1,3,2,53
1510,2,1,1,27
1511,2,2,2,33
1512,1,3,1,34
1513,1,2,2,48
1514,2,3,2,33
1515,2,2,2,24
1516,2,2,1,31
1517,2,2,2,25
1518,1,3,1,49
1519,2,1,2,27
1520,1,2,1,39
1521,2,2,2,36
1522,1,2,2,40
1523,2,1,2,27
1524,2,1,2,27
1525,2,2,1,37
1526,1,2,2,35
1527,2,2,1,25
1528,1,1,2,27
1529,1,1,2,38
1530,2,2,1,50
1531,2,1,2,32
1532,2,1,1,34
1533,1,2,2,25
1534,2,1,2,29
1535,1,3,1,44
1536,1,3,1,48
1537,2,3,2,24
1538,2,3,1,27
1539,2,2,2,25
1540,2,3,2,28
1541,1,2,2,22
1542,1,3,2,22
1543,2,3,1,30
1544,1,3,2,34
1545,2,2,2,34
1546,2,2,1,44
1547,1,1,2,32
1548,2,2,2,23
1549,2,1,2,42
1550,2,2,1,33
1551,1,2,1,48
1552,2,2,1,29
1553,2,3,3,47
1554,2,1,1,41
1555,1,1,2,28
1556,1,1,1,52
1557,1,1,2,37
1558,1,1,1,50
1559,2,3,1,31
1560,2,3,1,38
1561,2,2,1,48
1562,2,1,2,34
1563,1,2,2,44
1564,2,3,1,56
1565,2,1,1,30
1566,1,1,2,29
1567,2,2,1,37
1568,2,2,2,23
1569,2,1,1,27
1570,2,2,2,23
1571,1,3,1,45
1572,1,2,1,33
1573,2,2,1,40
1574,1,1,2,24
1575,2,3,1,43
1576,2,2,2,25
1577,2,1,2,46
1578,1,3,2,36
1579,2,1,1,36
1580,2,2,1,38
1581,2,2,1,42
1582,1,3,3,47
1583,2,3,2,40
1584,2,1,2,70
1585,2,2,1,32
1586,1,3,2,52
1587,2,1,1,49
1588,1,1,2,31
1589,2,2,2,36
1590,2,2,1,50
1591,2,3,1,48
1592,2,2,2,33
1593,1,2,1,44
1594,1,1,2,35
1595,2,3,2,29
1596,2,2,1,35
1597,2,2,1,37
1598,2,1,2,29
1599,1,1,2,30
1600,1,1,2,33
1601,1,2,2,27
1602,2,1,1,31
1603,2,3,2,53
1604,2,2,2,38
1605,2,2,2,26
1606,2,2,2,26
1607,1,1,1,51
1608,2,1,1,37
1609,2,2,2,42
1610,2,2,1,43
1611,2,2,2,23
1612,2,3,1,30
1613,2,3,1,38
1614,2,1,1,35
1615,1,2,1,44
1616,1,1,1,35
1617,1,2,3,35
1618,1,1,1,32
1619,2,2,2,25
1620,2,2,2,33
1621,2,1,2,26
1622,1,1,2,29
1623,2,1,2,26
1624,1,2,2,36
1625,1,1,2,37
1626,1,3,1,63
1627,2,3,1,48
1628,2,2,1,47
1629,2,3,1,31
1630,1,3,2,31
1631,1,1,2,34
1632,2,1,1,43
1633,2,1,2,32
1634,2,1,2,38
1635,2,2,1,50
1636,1,3,2,29
1637,1,2,1,49
1638,2,3,2,40
1639,2,1,2,34
1640,2,3,1,47
1641,1,1,1,34
1642,2,2,2,27
1643,1,2,2,44
1644,1,1,2,29
1645,1,3,1,72
1646,1,2,1,48
1647,2,1,2,27
1648,1,2,1,44
1649,2,3,1,39
1650,1,1,1,40
1651,2,1,1,45
1652,1,1,2,26
1653,1,1,1,34
1654,1,1,1,43
1655,1,2,2,30
1656,2,3,1,31
1657,2,1,2,29
1658,1,1,2,28
1659,2,2,2,31
1660,2,3,2,22
1661,2,3,1,55
1662,2,2,1,39
1663,2,1,2,27
1664,2,1,2,36
1665,1,1,1,40
1666,1,2,1,31
1667,2,2,1,36
1668,1,2,1,42
1669,1,2,2,30
1670,1,3,2,40
1671,1,2,1,51
1672,2,2,3,51
1673,1,3,2,32
1674,2,1,2,36
1675,1,1,1,37
1676,1,2,2,49
1677,1,1,2,31
1678,2,1,1,50
1679,1,2,1,40
1680,2,2,2,24
1681,2,2,2,31
1682,2,2,2,29
1683,1,1,2,24
1684,1,1,1,44
1685,2,2,2,30
1686,2,1,1,61
1687,2,2,1,28
1688,1,1,2,22
1689,1,2,2,23
1690,1,3,1,46
1691,2,1,2,24
1692,2,2,2,54
1693,2,1,2,27
1694,2,2,2,53
1695,2,2,2,25
1696,1,3,1,47
1697,1,2,1,35
1698,2,3,1,45
1699,1,1,2,25
1700,1,1,2,31
1701,2,3,1,51
1702,2,1,1,40
1703,2,1,2,30
1704,2,1,2,29
1705,2,1,2,24
1706,1,3,2,32
1707,1,1,2,35
1708,2,2,1,29
1709,2,1,2,36
1710,2,1,1,40
1711,2,1,2,30
1712,1,2,1,64
1713,1,3,1,33
1714,2,1,1,38
1715,2,1,2,26
1716,2,2,1,26
1717,1,1,2,29
1718,1,1,2,37
1719,2,2,1,45
1720,2,3,1,40
1721,2,1,2,36
1722,1,1,2,27
1723,1,2,1,44
1724,2,1,2,27
1725,1,2,2,29
1726,2,1,2,26
1727,2,3,1,54
1728,2,2,1,42
1729,2,3,2,42
1730,1,2,1,41
1731,2,1,1,31
1732,2,2,2,33
1733,2,3,1,33
1734,1,1,2,27
1735,2,2,1,36
1736,1,2,2,37
1737,2,2,2,29
1738,1,1,2,41
1739,2,2,2,23
1740,1,2,2,25
1741,1,1,1,54
1742,1,1,2,33
1743,2,1,2,29
1744,1,1,2,32
1745,1,2,2,29
1746,2,1,2,22
1747,2,2,2,29
1748,2,2,1,31
1749,2,2,2,24
1750,2,1,2,27
1751,2,2,1,40
1752,1,2,2,38
1753,2,2,1,38
1754,2,2,1,29
1755,1,2,2,27
1756,1,3,1,34
1757,1,1,2,34
1758,2,1,2,32
1759,2,2,1,36
1760,1,2,2,26
1761,2,1,1,33
1762,1,1,1,53
1763,1,2,2,27
1764,1,1,2,33
1765,2,1,2,26
1766,2,1,2,27
1767,2,1,2,24
1768,2,2,2,26
1769,1,1,2,27
1770,2,2,1,46
1771,1,2,1,56
1772,2,3,1,56
1773,2,3,1,26
1774,1,2,2,25
1775,2,1,2,28
1776,2,2,1,37
1777,2,1,1,47
1778,1,3,1,43
1779,1,2,2,26
1780,1,3,1,48
1781,1,1,1,41
1782,2,3,1,48
1783,1,2,1,28
1784,2,1,2,22
1785,1,2,1,34
1786,1,2,1,60
1787,2,2,1,25
1788,2,2,2,27
1789,2,1,2,25
1790,1,2,2,26
1791,2,1,1,44
1792,2,1,2,26
1793,2,1,2,33
1794,2,1,2,29
1795,2,3,2,37
1796,1,1,2,34
1797,1,2,1,33
1798,2,1,2,27
1799,2,1,1,36
1800,1,3,2,28
1801,2,2,1,35
1802,1,3,1,47
1803,2,3,1,31
1804,2,1,2,31
1805,1,1,2,31
1806,1,2,1,30
1807,2,2,1,58
1808,2,2,2,27
1809,1,2,2,35
1810,2,1,2,46
1811,1,2,2,36
1812,1,2,2,53
1813,1,2,2,39
1814,2,2,2,27
1815,2,2,2,37
1816,1,1,2,23
1817,1,1,1,40
1818,2,2,1,44
1819,2,1,1,32
1820,2,1,2,41
1821,1,1,1,54
1822,2,1,2,29
1823,2,3,1,61
1824,2,3,2,30
1825,2,3,1,23
1826,2,2,2,30
1827,2,2,1,35
1828,1,3,1,32
1829,2,2,1,39
1830,1,2,2,24
1831,1,3,1,38
1832,1,6,2,32
1833,1,1,2,32
1834,1,3,2,24
1835,2,1,1,35
1836,2,2,2,37
1837,2,1,2,22
1838,2,2,1,40
1839,2,2,2,36
1840,2,3,1,51
1841,2,2,1,31
1842,2,1,2,39
1843,2,2,2,40
1844,1,1,2,41
1845,1,1,2,48
1846,2,3,1,39
1847,1,2,3,53
1848,1,2,2,26
1849,1,1,2,30
1850,1,1,2,28
1851,1,1,1,43
1852,2,1,2,30
1853,2,1,2,33
1854,2,1,2,27
1855,1,3,2,45
1856,2,2,1,54
1857,2,1,2,34
1858,1,2,2,30
1859,1,2,2,32
1860,1,1,1,39
1861,2,2,2,24
1862,1,2,2,35
1863,1,1,1,46
1864,2,2,2,24
1865,2,2,2,35
1866,2,2,2,23
1867,2,1,2,29
1868,1,2,1,46
1869,2,3,1,41
1870,2,2,1,23
1871,2,2,1,31
1872,2,1,2,26
1873,2,3,2,32
1874,2,2,2,22
1875,1,2,1,34
1876,2,2,1,32
1877,1,2,1,38
1878,1,2,1,29
1879,2,1,1,31
1880,2,2,2,47
1881,2,3,1,40
1882,2,2,1,34
1883,1,1,2,25
1884,2,3,2,65
1885,2,1,2,28
1886,1,2,2,33
1887,1,1,2,31
1888,2,2,1,41
1889,2,2,1,32
1890,2,3,2,36
1891,2,1,2,26
1892,1,1,1,30
1893,2,1,2,30
1894,2,1,1,38
1895,1,2,2,30
1896,1,1,1,41
1897,1,2,2,31
1898,2,2,1,42
1899,1,2,2,32
1900,2,2,1,44
1901,2,2,2,22
1902,2,2,2,42
1903,1,1,1,39
1904,2,1,2,32
1905,1,2,1,37
1906,2,1,1,36
1907,2,2,1,42
1908,2,1,2,29
1909,1,2,2,36
1910,2,1,2,29
1911,1,1,1,38
1912,2,1,2,31
1913,1,2,1,42
1914,1,2,2,37
1915,2,1,2,33
1916,2,1,2,29
1917,2,2,2,28
1918,2,2,2,26
1919,2,2,2,35
1920,1,2,1,33
1921,2,1,1,51
1922,1,1,2,32
1923,1,2,2,33
1924,2,1,2,30
1925,1,1,2,28
1926,2,2,2,26
1927,2,2,2,22
1928,2,1,2,26
1929,1,2,2,35
1930,1,2,1,49
1931,1,2,1,49
1932,2,1,2,24
1933,2,1,2,36
1934,1,1,1,39
1935,2,1,2,28
1936,2,2,2,35
1937,2,1,2,24
1938,2,2,2,27
1939,1,1,1,40
1940,1,1,1,30
1941,2,1,2,26
1942,1,3,1,53
1943,1,1,1,45
1944,1,2,2,30
1945,1,1,2,34
1946,2,1,2,27
1947,2,2,2,31
1948,1,1,1,33
1949,1,2,2,39
1950,1,1,1,50
1951,2,1,2,28
1952,1,1,1,36
1953,1,2,1,41
1954,1,1,2,22
1955,2,2,1,41
1956,1,2,2,41
1957,2,1,1,42
1958,2,2,2,37
1959,2,1,1,31
1960,2,3,1,57
1961,2,2,2,37
1962,2,3,2,53
1963,2,2,1,25
1964,1,2,2,32
1965,2,1,1,38
1966,2,2,2,26
1967,1,2,1,29
1968,2,3,1,37
1969,1,1,2,30
1970,2,1,2,43
1971,1,1,1,42
1972,1,2,1,40
1973,1,2,1,41
1974,1,2,2,26
1975,1,1,2,25
1976,2,1,2,27
1977,1,2,2,31
1978,2,3,2,26
1979,1,3,2,50
1980,2,1,1,35
1981,2,1,1,38
1982,2,3,2,40
1983,1,2,1,29
1984,1,1,2,37
1985,2,2,2,24
1986,2,2,2,49
1987,1,2,2,35
1988,2,1,2,25
1989,1,2,2,34
1990,1,2,2,42
1991,1,3,2,28
1992,1,1,2,65
1993,1,3,1,67
1994,2,1,1,43
1995,1,3,2,52
1996,2,1,2,43
1997,2,1,2,24
1998,2,3,1,59
1999,2,2,1,34
2000,1,2,1,32
2001,1,2,2,22
2002,1,1,1,52
2003,2,1,2,23
2004,2,2,2,33
2005,2,2,2,35
2006,1,2,2,34
2007,1,2,1,40
2008,1,1,1,49
2009,2,2,1,32
2010,2,2,1,33
2011,2,2,2,26
2012,1,1,1,51
2013,2,2,2,40
2014,2,3,1,35
2015,2,2,1,27
2016,2,3,1,38
2017,2,2,2,22
2018,1,2,1,42
2019,2,3,1,35
2020,2,2,1,36
2021,2,2,1,38
2022,2,2,2,31
2023,1,3,1,36
2024,2,1,1,39
2025,1,2,2,41
2026,2,2,1,42
2027,1,2,2,30
2028,1,1,2,32
2029,1,2,2,31
2030,2,2,1,24
2031,2,1,1,39
2032,2,2,2,30
2033,2,1,1,34
2034,2,1,1,27
2035,2,1,2,25
2036,2,2,1,39
2037,2,1,2,32
2038,2,2,1,39
2039,2,2,2,22
2040,2,3,1,53
2041,2,1,2,29
2042,1,2,1,38
2043,2,1,1,36
2044,2,2,2,28
2045,1,2,2,32
2046,1,2,2,26
2047,2,3,2,40
2048,2,1,2,25
2049,2,1,2,28
2050,2,2,1,40
2051,1,2,1,47
2052,1,3,2,27
2053,2,2,2,42
2054,1,3,1,37
2055,1,2,1,55
2056,1,3,1,46
2057,2,2,2,30
2058,2,3,1,51
2059,1,1,1,35
2060,1,2,1,48
2061,2,2,1,28
2062,1,1,2,40
2063,2,2,1,30
2064,1,1,2,55
2065,1,2,1,26
2066,1,4,2,23
2067,1,2,2,40
2068,1,1,2,33
2069,1,3,1,50
2070,2,2,1,26
2071,2,2,2,29
2072,1,2,1,29
2073,1,2,2,40
2074,1,2,1,50
2075,1,1,2,37
2076,2,1,2,27
2077,1,3,1,49
2078,1,2,1,55
2079,1,1,2,34
2080,1,1,1,43
2081,2,1,2,24
2082,2,1,1,33
2083,2,2,1,42
2084,1,2,1,37
2085,2,3,1,39
2086,1,1,2,28
2087,1,2,1,36
2088,2,2,1,39
2089,2,2,1,54
2090,2,1,1,41
2091,2,1,1,42
2092,1,2,2,31
2093,1,3,2,23
2094,2,5,2,34
2095,1,1,2,23
2096,2,2,1,36
2097,2,3,1,37
2098,2,2,1,47
2099,2,1,2,28
2100,2,1,2,24
2101,2,2,1,34
2102,2,1,2,35
2103,2,3,1,53
2104,1,1,2,30
2105,1,1,1,71
2106,1,1,2,23
2107,1,3,2,28
2108,2,1,1,38
2109,2,2,1,49
2110,2,2,2,22
2111,1,2,2,31
2112,1,2,1,41
2113,2,2,1,43
2114,1,2,2,33
2115,2,2,1,44
2116,2,2,1,44
2117,1,2,2,27
2118,1,3,2,43
2119,2,3,2,39
2120,1,2,2,42
2121,2,1,2,28
2122,2,2,1,34
2123,1,1,2,36
2124,2,1,2,27
2125,1,1,2,42
2126,2,1,2,29
2127,2,1,2,30
2128,2,2,1,31
2129,2,3,2,52
2130,2,1,2,26
2131,1,1,1,57
2132,1,2,2,42
2133,1,2,2,31
2134,2,1,2,27
2135,1,2,1,66
2136,1,2,2,27
2137,1,1,2,23
2138,2,2,1,36
2139,2,2,2,34
2140,1,1,1,43
2141,2,1,2,22
2142,1,3,1,41
2143,2,3,3,49
2144,1,3,1,41
2145,2,2,1,27
2146,1,4,1,28
2147,2,3,0,55
2148,1,2,2,26
2149,1,1,1,49
2150,2,1,2,29
2151,1,2,2,30
2152,1,1,2,24
2153,1,2,2,51
2154,1,1,2,25
2155,2,2,2,25
2156,2,1,2,29
2157,2,1,2,25
2158,2,2,2,42
2159,2,2,1,38
2160,1,1,1,54
2161,2,2,1,62
2162,1,1,1,52
2163,1,1,1,48
2164,1,1,2,30
2165,2,2,2,35
2166,2,2,1,38
2167,2,1,1,37
2168,1,2,1,49
2169,1,2,1,35
2170,2,1,2,30
2171,2,1,2,29
2172,1,1,1,34
2173,1,2,1,53
2174,1,1,2,36
2175,2,2,2,29
2176,1,1,1,53
2177,1,2,2,35
2178,2,2,2,36
2179,2,2,1,33
2180,2,3,2,55
2181,1,1,2,37
2182,2,3,2,31
2183,1,2,2,31
2184,2,1,1,55
2185,1,1,1,42
2186,1,2,1,27
2187,2,3,1,39
2188,1,1,1,57
2189,1,2,2,24
2190,2,2,2,22
2191,1,2,1,50
2192,2,1,2,29
2193,1,1,1,38
2194,1,2,1,43
2195,1,2,1,47
2196,1,2,2,23
2197,1,3,2,22
2198,2,1,1,47
2199,2,3,1,35
2200,1,2,1,37
2201,2,1,2,30
2202,2,1,1,45
2203,1,3,1,53
2204,1,1,2,30
2205,1,2,1,33
2206,2,2,1,37
2207,2,1,2,21
2208,2,2,2,32
2209,1,1,1,45
2210,2,2,1,41
2211,2,1,2,27
2212,1,1,2,30
2213,1,2,2,21
2214,1,2,2,25
2215,1,3,2,41
2216,2,1,1,38
2217,2,1,2,36
2218,1,2,2,24
2219,1,2,2,58
2220,2,1,1,41
2221,2,2,1,32
2222,1,3,2,63
2223,1,3,1,38
2224,1,1,2,32
2225,1,1,1,38
2226,1,1,2,31
2227,1,1,1,43
2228,2,2,1,24
2229,2,2,2,29
2230,2,2,1,38
2231,2,1,1,50
2232,2,1,2,49
2233,2,1,2,25
2234,2,3,1,50
2235,1,2,2,30
2236,2,2,1,26
2237,1,2,2,24
2238,2,1,1,35
2239,2,3,1,50
2240,2,1,2,35
2241,2,1,1,45
2242,2,3,2,27
2243,2,2,2,22
2244,2,3,2,28
2245,1,1,1,34
2246,2,3,1,32
2247,1,1,2,32
2248,1,2,1,36
2249,2,1,2,30
2250,2,2,1,32
2251,2,2,2,30
2252,2,2,1,36
2253,2,2,1,35
2254,1,3,2,48
2255,2,3,1,32
2256,2,2,2,24
2257,2,2,2,25
2258,2,2,2,36
2259,2,2,2,33
2260,2,3,2,28
2261,2,2,2,37
2262,1,3,2,30
2263,1,2,2,26
2264,2,2,2,25
2265,2,1,2,27
2266,2,2,2,26
2267,1,2,1,39
2268,2,2,1,33
2269,1,2,1,39
2270,2,2,2,24
2271,2,2,2,23
2272,2,1,1,44
2273,1,1,2,35
2274,2,2,1,56
2275,1,2,2,29
2276,2,2,2,48
2277,1,1,1,40
2278,2,3,1,53
2279,2,3,1,37
2280,2,2,1,35
2281,2,2,2,41
2282,1,3,1,56
2283,2,3,1,49
2284,2,1,2,29
2285,2,3,1,49
2286,1,1,1,37
2287,1,2,2,27
2288,2,2,2,33
2289,1,2,2,28
2290,1,3,2,39
2291,1,3,3,54
2292,1,3,1,35
2293,2,3,1,43
2294,2,1,1,46
2295,2,1,2,29
2296,2,1,1,32
2297,2,3,2,38
2298,1,1,1,37
2299,1,1,2,27
2300,2,2,2,33
2301,2,1,1,44
2302,2,1,1,30
2303,2,1,1,29
2304,1,2,2,32
2305,1,2,1,26
2306,2,1,1,44
2307,2,2,1,26
2308,2,1,2,30
2309,1,2,2,25
2310,1,2,1,40
2311,2,2,1,47
2312,1,2,2,26
2313,1,1,2,56
2314,2,1,2,28
2315,2,2,2,31
2316,2,3,1,43
2317,2,1,1,47
2318,1,2,1,46
2319,2,1,2,26
2320,2,3,3,60
2321,1,2,1,24
2322,2,2,1,39
2323,2,1,2,53
2324,1,2,2,30
2325,2,2,2,39
2326,1,3,2,52
2327,2,2,2,40
2328,2,2,2,41
2329,2,2,2,23
2330,2,2,1,36
2331,1,1,2,28
2332,2,1,2,29
2333,1,1,2,23
2334,2,1,1,38
2335,2,2,2,26
2336,2,1,1,29
2337,2,2,1,28
2338,2,3,1,45
2339,2,2,2,27
2340,1,2,1,36
2341,1,2,2,25
2342,2,3,2,33
2343,1,2,1,50
2344,1,5,1,29
2345,1,2,1,34
2346,1,3,3,46
2347,1,1,2,30
2348,2,2,2,25
2349,1,1,2,28
2350,1,2,2,27
2351,1,1,1,41
2352,1,1,1,42
2353,1,2,1,34
2354,2,1,2,32
2355,2,1,2,26
2356,1,2,2,25
2357,2,1,1,54
2358,2,2,1,52
2359,1,1,2,29
2360,1,2,2,35
2361,2,2,1,41
2362,2,2,2,26
2363,1,2,2,24
2364,1,1,2,34
2365,2,2,1,44
2366,1,3,2,49
2367,1,1,1,66
2368,2,1,2,25
2369,2,2,1,33
2370,2,1,1,42
2371,1,2,2,28
2372,2,2,2,23
2373,2,3,1,39
2374,2,1,2,29
2375,2,2,2,25
2376,1,2,1,38
2377,1,2,1,35
2378,1,1,2,33
2379,1,2,2,30
2380,2,1,1,41
2381,2,2,2,28
2382,1,1,1,44
2383,1,1,1,51
2384,1,2,1,35
2385,1,3,1,47
2386,2,2,2,42
2387,2,3,2,24
2388,2,2,1,43
2389,1,1,1,47
2390,2,2,2,39
2391,1,2,2,29
2392,1,1,2,32
2393,1,3,1,32
2394,2,3,2,49
2395,2,2,2,24
2396,2,3,1,27
2397,1,2,1,29
2398,2,2,1,47
2399,1,1,2,29
2400,1,2,2,28
2401,1,2,1,30
2402,2,1,1,29
2403,2,2,2,29
2404,1,1,2,32
2405,1,2,2,38
2406,2,3,2,43
2407,2,3,1,40
2408,1,2,2,31
2409,2,2,2,35
2410,2,2,1,42
2411,2,1,2,25
2412,1,1,2,35
2413,1,2,3,50
2414,1,2,2,27
2415,1,2,1,38
2416,2,2,2,24
2417,2,2,2,24
2418,2,3,2,24
2419,1,2,2,33
2420,2,1,1,51
2421,2,1,2,35
2422,2,2,1,24
2423,2,3,1,39
2424,2,2,1,47
2425,1,1,2,29
2426,1,2,2,22
2427,2,3,1,67
2428,1,1,2,33
2429,1,1,1,47
2430,2,2,2,24
2431,1,1,1,36
2432,1,1,2,27
2433,2,2,1,34
2434,2,1,2,36
2435,2,2,2,25
2436,2,1,1,49
2437,2,3,1,24
2438,1,2,2,24
2439,2,2,2,45
2440,2,3,1,48
2441,2,1,2,40
2442,2,1,1,35
2443,1,3,1,55
2444,2,3,1,42
2445,1,2,1,54
2446,1,2,2,25
2447,2,2,2,44
2448,2,2,2,41
2449,2,2,1,29
2450,1,1,1,57
2451,2,3,1,44
2452,1,3,1,40
2453,2,1,2,28
2454,2,1,2,23
2455,2,1,2,25
2456,1,1,1,35
2457,1,1,1,51
2458,2,2,1,44
2459,2,2,2,25
2460,2,2,1,41
2461,2,1,2,26
2462,2,2,2,26
2463,1,1,2,28
2464,1,2,2,27
2465,2,3,1,56
2466,2,3,1,29
2467,1,2,2,32
2468,2,1,2,25
2469,1,1,2,31
2470,2,2,2,26
2471,2,1,2,29
2472,1,1,2,29
2473,2,3,1,38
2474,2,3,1,47
2475,2,2,2,30
2476,2,3,2,25
2477,1,3,1,53
2478,1,2,2,37
2479,1,2,2,27
2480,2,2,1,28
2481,1,2,2,23
2482,1,3,1,51
2483,2,1,2,34
2484,2,2,1,23
2485,2,2,2,27
2486,2,1,2,39
2487,1,2,1,28
2488,1,2,1,46
2489,2,2,1,33
2490,1,2,2,23
2491,1,1,2,30
2492,1,1,2,31
2493,2,1,1,39
2494,2,2,1,32
2495,1,3,1,26
2496,1,1,1,47
2497,2,1,2,28
2498,2,3,2,45
2499,1,3,1,36
2500,2,1,2,26
2501,1,1,1,34
2502,2,1,2,28
2503,2,2,2,30
2504,1,1,2,30
2505,1,2,2,30
2506,1,2,1,44
2507,2,3,2,41
2508,1,2,2,48
2509,1,1,2,25
2510,1,3,1,28
2511,2,1,2,24
2512,2,1,1,37
2513,1,1,1,34
2514,1,2,1,38
2515,2,4,2,36
2516,2,1,2,25
2517,2,2,1,33
2518,2,1,2,28
2519,2,1,1,38
2520,2,2,2,24
2521,2,2,1,47
2522,1,3,2,28
2523,1,2,2,29
2524,2,2,2,30
2525,1,2,2,23
2526,2,2,2,25
2527,2,1,1,33
2528,1,3,1,49
2529,2,1,2,27
2530,1,2,2,22
2531,1,2,2,24
2532,1,3,1,35
2533,2,1,2,29
2534,2,2,2,23
2535,1,2,2,26
2536,1,3,1,46
2537,2,2,1,36
2538,1,2,1,26
2539,2,1,1,42
2540,1,1,1,49
2541,1,3,1,37
2542,2,1,1,35
2543,1,1,2,28
2544,2,2,1,34
2545,1,2,2,25
2546,1,1,2,24
2547,1,3,1,51
2548,1,3,2,26
2549,1,2,2,32
2550,1,3,2,23
2551,2,2,2,26
2552,1,2,2,28
2553,2,3,1,31
2554,2,1,2,26
2555,2,1,0,33
2556,2,1,1,30
2557,1,1,2,28
2558,2,1,2,28
2559,1,2,2,39
2560,2,1,2,28
2561,2,1,2,32
2562,1,1,2,29
2563,1,1,1,40
2564,2,2,1,32
2565,2,1,2,23
2566,2,1,2,30
2567,1,1,2,31
2568,1,2,1,48
2569,1,2,2,54
2570,2,3,1,59
2571,2,1,2,38
2572,2,1,2,31
2573,2,1,1,41
2574,2,1,2,29
2575,2,2,1,28
2576,1,1,1,48
2577,2,3,1,42
2578,1,2,1,27
2579,1,1,2,27
2580,2,3,2,22
2581,2,2,2,31
2582,2,1,2,43
2583,2,3,1,46
2584,2,1,1,33
2585,2,1,2,22
2586,1,2,2,25
2587,1,3,2,34
2588,2,1,2,32
2589,2,2,2,34
2590,2,2,1,35
2591,1,1,2,25
2592,2,2,2,22
2593,1,1,1,49
2594,2,6,2,49
2595,2,1,1,42
2596,1,3,2,41
2597,2,2,2,27
2598,2,2,2,24
2599,2,5,1,34
2600,1,1,1,43
2601,2,3,2,36
2602,1,3,1,62
2603,1,3,2,25
2604,1,1,2,30
2605,1,3,2,24
2606,1,2,1,47
2607,1,2,2,34
2608,1,3,1,51
2609,2,2,1,26
2610,1,2,1,47
2611,2,2,2,39
2612,1,2,2,32
2613,2,2,2,25
2614,1,2,1,39
2615,2,2,2,42
2616,2,1,1,37
2617,1,3,1,44
2618,2,2,1,31
2619,2,1,2,27
2620,2,2,1,42
2621,2,2,2,44
2622,2,1,2,39
2623,2,2,2,24
2624,1,2,2,38
2625,1,1,1,45
2626,2,3,1,58
2627,1,2,2,46
2628,2,2,2,23
